,datetime,Car Park Id,Short Description,Date,Occupancy,Occupancy Percentage,Override Active,State,latitude,longitude
3507,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 13:50:00,54,13.88,false,Spaces,50.726394,-1.8369689999999999
3545,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 13:55:00,60,15.42,false,Spaces,50.726394,-1.8369689999999999
3550,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 14:00:00,56,14.40,false,Spaces,50.726394,-1.8369689999999999
3587,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 14:05:00,49,12.60,false,Spaces,50.726394,-1.8369689999999999
3592,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 14:10:00,48,12.34,false,Spaces,50.726394,-1.8369689999999999
3630,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 14:15:00,48,12.34,false,Spaces,50.726394,-1.8369689999999999
3635,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 14:20:00,52,13.37,false,Spaces,50.726394,-1.8369689999999999
3673,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 14:25:00,53,13.62,false,Spaces,50.726394,-1.8369689999999999
3678,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 14:30:00,56,14.40,false,Spaces,50.726394,-1.8369689999999999
3715,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 14:35:00,57,14.65,false,Spaces,50.726394,-1.8369689999999999
3720,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 14:40:00,55,14.14,false,Spaces,50.726394,-1.8369689999999999
3757,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 14:45:00,57,14.65,false,Spaces,50.726394,-1.8369689999999999
3762,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 14:50:00,58,14.91,false,Spaces,50.726394,-1.8369689999999999
3799,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 14:55:00,56,14.40,false,Spaces,50.726394,-1.8369689999999999
3804,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 15:00:00,56,14.40,false,Spaces,50.726394,-1.8369689999999999
3841,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 15:05:00,55,14.14,false,Spaces,50.726394,-1.8369689999999999
3846,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 15:10:00,56,14.40,false,Spaces,50.726394,-1.8369689999999999
3883,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 15:15:00,55,14.14,false,Spaces,50.726394,-1.8369689999999999
3888,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 15:20:00,56,14.40,false,Spaces,50.726394,-1.8369689999999999
3926,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 15:25:00,53,13.62,false,Spaces,50.726394,-1.8369689999999999
3931,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 15:30:00,49,12.60,false,Spaces,50.726394,-1.8369689999999999
3969,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 15:35:00,48,12.34,false,Spaces,50.726394,-1.8369689999999999
3974,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 15:40:00,51,13.11,false,Spaces,50.726394,-1.8369689999999999
4012,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 15:45:00,53,13.62,false,Spaces,50.726394,-1.8369689999999999
4017,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 15:50:00,53,13.62,false,Spaces,50.726394,-1.8369689999999999
4056,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 15:55:00,48,12.34,false,Spaces,50.726394,-1.8369689999999999
4061,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 16:00:00,43,11.05,false,Spaces,50.726394,-1.8369689999999999
4097,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 16:05:00,43,11.05,false,Spaces,50.726394,-1.8369689999999999
4101,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 16:10:00,43,11.05,false,Spaces,50.726394,-1.8369689999999999
4138,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 16:15:00,46,11.83,false,Spaces,50.726394,-1.8369689999999999
4142,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 16:20:00,45,11.57,false,Spaces,50.726394,-1.8369689999999999
4180,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 16:25:00,44,11.31,false,Spaces,50.726394,-1.8369689999999999
4184,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 16:30:00,46,11.83,false,Spaces,50.726394,-1.8369689999999999
4222,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 16:35:00,46,11.83,false,Spaces,50.726394,-1.8369689999999999
4227,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 16:40:00,46,11.83,false,Spaces,50.726394,-1.8369689999999999
4266,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 16:45:00,44,11.31,false,Spaces,50.726394,-1.8369689999999999
4271,2019-01-30T10:23:42.262442+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 16:50:00,41,10.54,false,Spaces,50.726394,-1.8369689999999999
4310,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 16:55:00,37,9.51,false,Spaces,50.726394,-1.8369689999999999
4315,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 17:00:00,40,10.28,false,Spaces,50.726394,-1.8369689999999999
4354,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 17:05:00,40,10.28,false,Spaces,50.726394,-1.8369689999999999
4359,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 17:10:00,36,9.25,false,Spaces,50.726394,-1.8369689999999999
4398,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 17:15:00,33,8.48,false,Spaces,50.726394,-1.8369689999999999
4403,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 17:20:00,32,8.23,false,Spaces,50.726394,-1.8369689999999999
4441,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 17:25:00,30,7.71,false,Spaces,50.726394,-1.8369689999999999
4446,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 17:30:00,31,7.97,false,Spaces,50.726394,-1.8369689999999999
4485,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 17:35:00,26,6.68,false,Spaces,50.726394,-1.8369689999999999
4490,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 17:40:00,26,6.68,false,Spaces,50.726394,-1.8369689999999999
4529,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 17:45:00,25,6.43,false,Spaces,50.726394,-1.8369689999999999
4534,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 17:50:00,22,5.66,false,Spaces,50.726394,-1.8369689999999999
4573,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 17:55:00,19,4.88,false,Spaces,50.726394,-1.8369689999999999
4578,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 18:00:00,18,4.63,false,Spaces,50.726394,-1.8369689999999999
4617,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 18:05:00,18,4.63,false,Spaces,50.726394,-1.8369689999999999
4622,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 18:10:00,20,5.14,false,Spaces,50.726394,-1.8369689999999999
4661,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 18:15:00,17,4.37,false,Spaces,50.726394,-1.8369689999999999
4666,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 18:20:00,18,4.63,false,Spaces,50.726394,-1.8369689999999999
4705,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 18:25:00,18,4.63,false,Spaces,50.726394,-1.8369689999999999
4710,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 18:30:00,22,5.66,false,Spaces,50.726394,-1.8369689999999999
4749,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 18:35:00,22,5.66,false,Spaces,50.726394,-1.8369689999999999
4754,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 18:40:00,20,5.14,false,Spaces,50.726394,-1.8369689999999999
4793,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 18:45:00,19,4.88,false,Spaces,50.726394,-1.8369689999999999
4798,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 18:50:00,19,4.88,false,Spaces,50.726394,-1.8369689999999999
4837,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 18:55:00,20,5.14,false,Spaces,50.726394,-1.8369689999999999
4842,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 19:00:00,19,4.88,false,Spaces,50.726394,-1.8369689999999999
4881,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 19:05:00,20,5.14,false,Spaces,50.726394,-1.8369689999999999
4886,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 19:10:00,22,5.66,false,Spaces,50.726394,-1.8369689999999999
4925,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 19:15:00,20,5.14,false,Spaces,50.726394,-1.8369689999999999
4930,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 19:20:00,25,6.43,false,Spaces,50.726394,-1.8369689999999999
4968,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 19:25:00,25,6.43,false,Spaces,50.726394,-1.8369689999999999
4973,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 19:30:00,25,6.43,false,Spaces,50.726394,-1.8369689999999999
5011,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 19:35:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
5016,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 19:40:00,22,5.66,false,Spaces,50.726394,-1.8369689999999999
5055,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 19:45:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
5060,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 19:50:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
5099,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 19:55:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
5104,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 20:00:00,23,5.91,false,Spaces,50.726394,-1.8369689999999999
5141,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 20:05:00,23,5.91,false,Spaces,50.726394,-1.8369689999999999
5146,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 20:10:00,23,5.91,false,Spaces,50.726394,-1.8369689999999999
5185,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 20:15:00,24,6.17,false,Spaces,50.726394,-1.8369689999999999
5190,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 20:20:00,22,5.66,false,Spaces,50.726394,-1.8369689999999999
5229,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 20:25:00,22,5.66,false,Spaces,50.726394,-1.8369689999999999
5234,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 20:30:00,22,5.66,false,Spaces,50.726394,-1.8369689999999999
5273,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 20:35:00,22,5.66,false,Spaces,50.726394,-1.8369689999999999
5278,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 20:40:00,22,5.66,false,Spaces,50.726394,-1.8369689999999999
5316,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 20:45:00,23,5.91,false,Spaces,50.726394,-1.8369689999999999
5320,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 20:50:00,23,5.91,false,Spaces,50.726394,-1.8369689999999999
5358,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 20:55:00,23,5.91,false,Spaces,50.726394,-1.8369689999999999
5362,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 21:00:00,23,5.91,false,Spaces,50.726394,-1.8369689999999999
5400,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 21:05:00,22,5.66,false,Spaces,50.726394,-1.8369689999999999
5405,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 21:10:00,22,5.66,false,Spaces,50.726394,-1.8369689999999999
5444,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 21:15:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
5449,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 21:20:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
5488,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 21:25:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
5493,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 21:30:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
5532,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 21:35:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
5537,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 21:40:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
5576,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 21:45:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
5581,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 21:50:00,20,5.14,false,Spaces,50.726394,-1.8369689999999999
5620,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 21:55:00,20,5.14,false,Spaces,50.726394,-1.8369689999999999
5625,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 22:00:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
5663,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 22:05:00,23,5.91,false,Spaces,50.726394,-1.8369689999999999
5668,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 22:10:00,22,5.66,false,Spaces,50.726394,-1.8369689999999999
5706,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 22:15:00,22,5.66,false,Spaces,50.726394,-1.8369689999999999
5711,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 22:20:00,22,5.66,false,Spaces,50.726394,-1.8369689999999999
5749,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 22:25:00,23,5.91,false,Spaces,50.726394,-1.8369689999999999
5753,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 22:30:00,23,5.91,false,Spaces,50.726394,-1.8369689999999999
5791,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 22:35:00,22,5.66,false,Spaces,50.726394,-1.8369689999999999
5795,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 22:40:00,22,5.66,false,Spaces,50.726394,-1.8369689999999999
5833,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 22:45:00,22,5.66,false,Spaces,50.726394,-1.8369689999999999
5837,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 22:50:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
5874,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 22:55:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
5878,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 23:00:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
5914,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 23:05:00,20,5.14,false,Spaces,50.726394,-1.8369689999999999
5919,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 23:10:00,20,5.14,false,Spaces,50.726394,-1.8369689999999999
5958,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 23:15:00,20,5.14,false,Spaces,50.726394,-1.8369689999999999
5963,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 23:20:00,20,5.14,false,Spaces,50.726394,-1.8369689999999999
6002,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 23:25:00,20,5.14,false,Spaces,50.726394,-1.8369689999999999
6007,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 23:30:00,20,5.14,false,Spaces,50.726394,-1.8369689999999999
6046,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 23:35:00,20,5.14,false,Spaces,50.726394,-1.8369689999999999
6051,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 23:40:00,20,5.14,false,Spaces,50.726394,-1.8369689999999999
6090,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 23:45:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
6095,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 23:50:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
6134,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-05 23:55:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
6140,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 00:00:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
6164,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 00:05:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
6197,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 00:10:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
6206,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 00:15:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
6230,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 00:20:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
6263,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 00:25:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
6292,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 00:35:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
6304,2019-01-30T10:23:42.278119+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 00:40:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
6326,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 00:45:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
6358,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 00:50:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
6370,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 00:55:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
6392,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 01:00:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
6424,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 01:05:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
6436,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 01:10:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
6458,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 01:15:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
6490,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 01:20:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
6502,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 01:25:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
6524,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 01:30:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
6555,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 01:35:00,22,5.66,false,Spaces,50.726394,-1.8369689999999999
6567,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 01:40:00,23,5.91,false,Spaces,50.726394,-1.8369689999999999
6589,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 01:45:00,23,5.91,false,Spaces,50.726394,-1.8369689999999999
6621,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 01:50:00,23,5.91,false,Spaces,50.726394,-1.8369689999999999
6633,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 01:55:00,23,5.91,false,Spaces,50.726394,-1.8369689999999999
6655,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 02:00:00,23,5.91,false,Spaces,50.726394,-1.8369689999999999
6687,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 02:05:00,23,5.91,false,Spaces,50.726394,-1.8369689999999999
6696,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 02:10:00,23,5.91,false,Spaces,50.726394,-1.8369689999999999
6718,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 02:15:00,23,5.91,false,Spaces,50.726394,-1.8369689999999999
6750,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 02:20:00,23,5.91,false,Spaces,50.726394,-1.8369689999999999
6762,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 02:25:00,23,5.91,false,Spaces,50.726394,-1.8369689999999999
6784,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 02:30:00,23,5.91,false,Spaces,50.726394,-1.8369689999999999
6816,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 02:35:00,23,5.91,false,Spaces,50.726394,-1.8369689999999999
6828,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 02:40:00,23,5.91,false,Spaces,50.726394,-1.8369689999999999
6850,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 02:45:00,23,5.91,false,Spaces,50.726394,-1.8369689999999999
